number,sys_id,short_description,priority,state,assignment_group,assigned_to,opened_by,company,sys_created_on,sys_updated_on,link,age_days
INC0045584,5ba3efed3b457654ae6be524c3e45aa2,MS Office 365 | Word need repair,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1a8eee623b375e10d00f0dc5e4e45a0c"", ""value"": ""1a8eee623b375e10d00f0dc5e4e45a0c""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dc802e2a3bff1e10d00f0dc5e4e45a6a"", ""value"": ""dc802e2a3bff1e10d00f0dc5e4e45a6a""}",,2025-11-06 18:33:38,2025-11-14 08:08:38,,
INC0044547,5c3ad3bc3b897e14399d5d0864e45aed,Hardware | Docking station port is not working,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/365267e93b1c7690ae6be524c3e45a3d"", ""value"": ""365267e93b1c7690ae6be524c3e45a3d""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/365267e93b1c7690ae6be524c3e45a3d"", ""value"": ""365267e93b1c7690ae6be524c3e45a3d""}",,2025-11-04 09:57:19,2025-11-14 08:08:39,,
INC0031970,5c8b755d3b5cba90399d5d0864e45a3a,Archive - SharePoint Online Storage Reduction Initiative,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/ff3a930b3b4e2e10d00f0dc5e4e45ad1"", ""value"": ""ff3a930b3b4e2e10d00f0dc5e4e45ad1""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/87ceea62337f9e1001691fa19e5c7b21"", ""value"": ""87ceea62337f9e1001691fa19e5c7b21""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/87ceea62337f9e1001691fa19e5c7b21"", ""value"": ""87ceea62337f9e1001691fa19e5c7b21""}",,2025-09-29 09:41:03,2025-11-14 08:08:39,,
INC0044567,5cf3abb83bc5f614ae6be524c3e45a8b,"Attributes - Mail, MailNickname, and Target Address are not populating in AD, but replicating in AAD and Exchange.",4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/b73a930b3b4e2e10d00f0dc5e4e45ade"", ""value"": ""b73a930b3b4e2e10d00f0dc5e4e45ade""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/861f26e2337f9e1001691fa19e5c7bc8"", ""value"": ""861f26e2337f9e1001691fa19e5c7bc8""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a6de22a2337f9e1001691fa19e5c7b92"", ""value"": ""a6de22a2337f9e1001691fa19e5c7b92""}",,2025-11-04 10:50:19,2025-11-14 08:08:40,,
INC0045860,5dd3fb7d3bcd7a54ae6be524c3e45a71,Unable to remove Onedrive shortcut,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/d4bea262337f9e1001691fa19e5c7b24"", ""value"": ""d4bea262337f9e1001691fa19e5c7b24""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/52985e2a33779e1001691fa19e5c7bbb"", ""value"": ""52985e2a33779e1001691fa19e5c7bbb""}",,2025-11-07 14:23:52,2025-11-14 08:08:41,,
INC0027931,5e8863953b8cba14399d5d0864e45a12,22 supplier return documents not loaded correctly in K6278,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1b3956623b7f1e10d00f0dc5e4e45af1"", ""value"": ""1b3956623b7f1e10d00f0dc5e4e45af1""}",,2025-09-17 07:18:19,2025-11-14 08:08:42,,
INC0045769,5e9372bd3bc53a54ae6be524c3e45a46,SolarWinds alert|P4|NCSA | SCUS1 | San Antonio | US/CPU Utilization Alert: ZTD-DEV-WS12-05 CPU Load Reached 99 %.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cbceea62337f9e1001691fa19e5c7b46"", ""value"": ""cbceea62337f9e1001691fa19e5c7b46""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cbceea62337f9e1001691fa19e5c7b46"", ""value"": ""cbceea62337f9e1001691fa19e5c7b46""}",,2025-11-07 09:40:32,2025-11-14 08:08:43,,
INC0036800,5eb9a9393be8f2d4399d5d0864e45aef,When used group by on the Data visualization we are able to see only 20 records,4,3,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/2dbe26113b71ae10d00f0dc5e4e45a3b"", ""value"": ""2dbe26113b71ae10d00f0dc5e4e45a3b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ee2ee6ae333f9e1001691fa19e5c7bc6"", ""value"": ""ee2ee6ae333f9e1001691fa19e5c7bc6""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/8b1e2eee3bf35e10d00f0dc5e4e45abf"", ""value"": ""8b1e2eee3bf35e10d00f0dc5e4e45abf""}",,2025-10-13 07:47:57,2025-11-14 08:08:44,,
INC0045821,5f702b393b853294399d5d0864e45af5,Unable to find the interpreter in the PyCharm application,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/345e66ee333f9e1001691fa19e5c7bea"", ""value"": ""345e66ee333f9e1001691fa19e5c7bea""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/345e66ee333f9e1001691fa19e5c7bea"", ""value"": ""345e66ee333f9e1001691fa19e5c7bea""}",,2025-11-07 12:54:06,2025-11-14 08:08:44,,
INC0015693,5ffd4e613b57e610ae6be524c3e45a44,Unable to see all responsibilities for which I have access and used on daily basis,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4497922a3b3f1e10d00f0dc5e4e45a01"", ""value"": ""4497922a3b3f1e10d00f0dc5e4e45a01""}",,2025-08-11 12:30:08,2025-11-14 08:08:45,,
INC0044503,6183cf303b45b614ae6be524c3e45a41,Remote Desktop Not Working,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/871e2eee3bf35e10d00f0dc5e4e45af1"", ""value"": ""871e2eee3bf35e10d00f0dc5e4e45af1""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a901d2ee33b39e1001691fa19e5c7b7f"", ""value"": ""a901d2ee33b39e1001691fa19e5c7b7f""}",,2025-11-04 08:18:23,2025-11-14 08:08:46,,
INC0039249,6276ddb73be87210ae6be524c3e45aa8,Application| blue beam ,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/425d6c093bb02210d00f0dc5e4e45a11"", ""value"": ""425d6c093bb02210d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/425d6c093bb02210d00f0dc5e4e45a11"", ""value"": ""425d6c093bb02210d00f0dc5e4e45a11""}",,2025-10-19 11:27:34,2025-11-14 08:08:48,,
INC0020314,62fca21e3babaa10ae6be524c3e45a5b,Intermittent crashes with the Macris online timesheet system,4,3,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/66bc422e3b3b1e10d00f0dc5e4e45a35"", ""value"": ""66bc422e3b3b1e10d00f0dc5e4e45a35""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/66bc422e3b3b1e10d00f0dc5e4e45a35"", ""value"": ""66bc422e3b3b1e10d00f0dc5e4e45a35""}",,2025-08-26 08:55:56,2025-11-14 08:08:48,,
INC0037623,631584923be43ed4399d5d0864e45ac9,Laptop performance issues,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1cbe2ea23b375e10d00f0dc5e4e45a11"", ""value"": ""1cbe2ea23b375e10d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/70eecee63b7b1e10d00f0dc5e4e45a13"", ""value"": ""70eecee63b7b1e10d00f0dc5e4e45a13""}",,2025-10-14 13:52:15,2025-11-14 08:08:49,,
INC0044510,6406cb743b85b614ae6be524c3e45aec,Bluebeam Revu 21|The user reported that the Bluebeam Revu 21 application does not appear in Software Center after the installation request was closed.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/976019993b2a2610d00f0dc5e4e45a86"", ""value"": ""976019993b2a2610d00f0dc5e4e45a86""}",,2025-11-04 08:25:51,2025-11-14 08:08:51,,
INC0044236,640afba03b85f214ae6be524c3e45a28,Network | We have general slowness with internet-based applications.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/968eee623b375e10d00f0dc5e4e45a25"", ""value"": ""968eee623b375e10d00f0dc5e4e45a25""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/56f1566a3bbb1e10d00f0dc5e4e45a2b"", ""value"": ""56f1566a3bbb1e10d00f0dc5e4e45a2b""}",,2025-11-03 17:36:19,2025-11-14 08:08:51,,
INC0034560,642e07e73bd43254399d5d0864e45ab6,Potential Compromise of Oracle EBS,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e820120d3bbd2e10d00f0dc5e4e45a2b"", ""value"": ""e820120d3bbd2e10d00f0dc5e4e45a2b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/aa59e2063375e25001691fa19e5c7bbb"", ""value"": ""aa59e2063375e25001691fa19e5c7bbb""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/aa59e2063375e25001691fa19e5c7bbb"", ""value"": ""aa59e2063375e25001691fa19e5c7bbb""}",,2025-10-06 15:17:09,2025-11-14 08:08:52,,
INC0017059,647a4a323b9f2650399d5d0864e45abd,Error 500--Internal Server Error,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/5aaa1e2633b79e1001691fa19e5c7b91"", ""value"": ""5aaa1e2633b79e1001691fa19e5c7b91""}",,2025-08-15 09:23:55,2025-11-14 08:08:53,,
INC0046056,64eff2123b09be54ae6be524c3e45a55,Citrix Workspace Empty- NO APPS APPEARING,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f7bee662337f9e1001691fa19e5c7b95"", ""value"": ""f7bee662337f9e1001691fa19e5c7b95""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f87aaa6e3bb35e10d00f0dc5e4e45a5c"", ""value"": ""f87aaa6e3bb35e10d00f0dc5e4e45a5c""}",,2025-11-08 23:51:37,2025-11-14 08:08:54,,
INC0018779,658d77a43b23aad0ae6be524c3e45a02,not able to connect to to Engineer anywhere through remote desktop application,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1155deea3bfb1e10d00f0dc5e4e45a86"", ""value"": ""1155deea3bfb1e10d00f0dc5e4e45a86""}",,2025-08-21 04:18:24,2025-11-14 08:08:56,,
INC0040409,6630eb743bb03250ae6be524c3e45a97,Issue with Sharing Files,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/78aee6a23b375e10d00f0dc5e4e45af0"", ""value"": ""78aee6a23b375e10d00f0dc5e4e45af0""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a36c0aaa3b3b1e10d00f0dc5e4e45ade"", ""value"": ""a36c0aaa3b3b1e10d00f0dc5e4e45ade""}",,2025-10-23 00:06:05,2025-11-14 08:08:57,,
INC0045789,66a70b313b417a54ae6be524c3e45a74,The user is not able to access the  Documentum (UBOC_Caspian).,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ae9cebad3bdc7690ae6be524c3e45af5"", ""value"": ""ae9cebad3bdc7690ae6be524c3e45af5""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/11819ea63bbb1e10d00f0dc5e4e45a28"", ""value"": ""11819ea63bbb1e10d00f0dc5e4e45a28""}",,2025-11-07 11:07:52,2025-11-14 08:08:58,,
INC0042358,6706e3263b703a90ae6be524c3e45afe,Webcam issue| Laptop camera is broken,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/877eea623b375e10d00f0dc5e4e45a42"", ""value"": ""877eea623b375e10d00f0dc5e4e45a42""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/aaf91e2233b79e1001691fa19e5c7b63"", ""value"": ""aaf91e2233b79e1001691fa19e5c7b63""}",,2025-10-28 10:59:46,2025-11-14 08:08:59,,
INC0043311,670c18673bbcfad0399d5d0864e45ae4,"Seems the folders are dislocated to somewhere, please locate them and restore",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/78aee6a23b375e10d00f0dc5e4e45af0"", ""value"": ""78aee6a23b375e10d00f0dc5e4e45af0""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0bc8ea263bb35e10d00f0dc5e4e45add"", ""value"": ""0bc8ea263bb35e10d00f0dc5e4e45add""}",,2025-10-30 22:58:18,2025-11-14 08:08:59,,
INC0044674,6711e8c13bc5fe14399d5d0864e45a2a,enable to print the IRN-error print failed,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/6f6ea6623b375e10d00f0dc5e4e45aa4"", ""value"": ""6f6ea6623b375e10d00f0dc5e4e45aa4""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/eb6c0aaa3b3b1e10d00f0dc5e4e45ad1"", ""value"": ""eb6c0aaa3b3b1e10d00f0dc5e4e45ad1""}",,2025-11-04 15:06:26,2025-11-14 08:09:00,,
INC0045764,6732fe3d3b41fe54399d5d0864e45a30,"Bhaskar Challa Account ITIL Access has been Revoked in ServiceNow Prod, Please look into this grant ITIL access ASAP",4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/2dbe26113b71ae10d00f0dc5e4e45a3b"", ""value"": ""2dbe26113b71ae10d00f0dc5e4e45a3b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1e1f66e2337f9e1001691fa19e5c7b44"", ""value"": ""1e1f66e2337f9e1001691fa19e5c7b44""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/514e6a223b375e10d00f0dc5e4e45a3c"", ""value"": ""514e6a223b375e10d00f0dc5e4e45a3c""}",,2025-11-07 09:34:09,2025-11-14 08:09:01,,
INC0038465,67caddbe3b6c7a18399d5d0864e45af1,Solarwinds Alert|P4|EMEA | UKI02 | London | GB|Memory Utilization Alert: ET-WEB-MAX-01 Memory Usage Reached 90 %,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1d9eaa22337f9e1001691fa19e5c7b83"", ""value"": ""1d9eaa22337f9e1001691fa19e5c7b83""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1d9eaa22337f9e1001691fa19e5c7b83"", ""value"": ""1d9eaa22337f9e1001691fa19e5c7b83""}",,2025-10-16 09:14:49,2025-11-14 08:09:02,,
INC0021089,67fb1ccf3b6be650ae6be524c3e45a1b,"Error message, will be attached",3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/8af32a2a337b9e1001691fa19e5c7bc7"", ""value"": ""8af32a2a337b9e1001691fa19e5c7bc7""}",,2025-08-28 06:17:43,2025-11-14 08:09:03,,
INC0042538,691f95fe3bbcfe90399d5d0864e45a45,RITM0068769 was cancelled,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/acbea262337f9e1001691fa19e5c7bf7"", ""value"": ""acbea262337f9e1001691fa19e5c7bf7""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/b78d8a223b7b1e10d00f0dc5e4e45a9e"", ""value"": ""b78d8a223b7b1e10d00f0dc5e4e45a9e""}",,2025-10-28 19:48:41,2025-11-14 08:09:04,,
INC0044011,696a75283b413214ae6be524c3e45aa3,Old monitors are not clear and colours are causing my eyes to strain,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/08d472c433502a1001691fa19e5c7b88"", ""value"": ""08d472c433502a1001691fa19e5c7b88""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/d1889b7d3bacb6d4399d5d0864e45a3c"", ""value"": ""d1889b7d3bacb6d4399d5d0864e45a3c""}",,2025-11-03 08:19:28,2025-11-14 08:09:04,,
INC0044673,6a216c853b8d3a14ae6be524c3e45ab3,Error when accesing first time to Smart 3D,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/78aee6a23b375e10d00f0dc5e4e45af0"", ""value"": ""78aee6a23b375e10d00f0dc5e4e45af0""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/e8dc4a2e3b3b1e10d00f0dc5e4e45a77"", ""value"": ""e8dc4a2e3b3b1e10d00f0dc5e4e45a77""}",,2025-11-04 15:05:02,2025-11-14 08:09:05,,
INC0046113,6a7b506e3b05fe54ae6be524c3e45a9b,map import can't working,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a56f96ee33f79e1001691fa19e5c7b4f"", ""value"": ""a56f96ee33f79e1001691fa19e5c7b4f""}",,2025-11-09 07:42:54,2025-11-14 08:09:06,,
INC0045956,6aae4ac23b89fa54ae6be524c3e45aa8,Solarwinds Alert| P4| Data Store Latency Alert: abz44-vh06_local_hdd_02_backup Latency Reached 267.73 ms,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}",,2025-11-08 01:37:26,2025-11-14 08:09:06,,
INC0035512,6af28b903b643294399d5d0864e45ac4,Revision 21,3,3,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/575d1ee63bbf1e10d00f0dc5e4e45a0e"", ""value"": ""575d1ee63bbf1e10d00f0dc5e4e45a0e""}",,2025-10-08 22:24:47,2025-11-14 08:09:07,,
